"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","ic_hof","ic_mul","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","pmcv","prv","pspv","re_sal","reov","rlo","sav","sch","sgpx","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc_glnA"
"1790","1000-0069-118-6457",0,"PARR","SW",2010,"11-Aug-10",223,694,"Eagle L","L.Shuswap","South Thompson","Thompson","Thompson","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.7779,-124.6427167,"Mixed","NO","AvgCopy",0.373075141,NA,0,0,0,0,NA,13.51719722,146.4360718,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,100789.0404,0,7.977282697,0,0,NA,0,5.838754531,0,0,1.034108858,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1791","1000-0069-118-6492",0,"PARR","SW",2010,"12-Aug-10",224,695,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,23,NA,NA,"U","VIS","ECVI",49.4667,-123.97795,"Mixed","NO","AvgCopy",0.001168454,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0.150951583,28.47556116,0,0,NA,0,9.613042315,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1792","1000-0069-118-6493",0,"PARR","SW",2010,"12-Aug-10",224,695,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",NA,17,NA,NA,"U","VIS","ECVI",49.4667,-123.97795,"Mixed","NO","AvgCopy",219235.3667,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,66231.04199,0,0,0,0,NA,0,4.106226064,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1793","1000-0069-118-6497",0,"PARR","SW",2010,"13-Aug-10",225,696,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,4,NA,NA,"U","VIS","ECVI",49.45928333,-123.77605,"Mixed","NO","AvgCopy",3e-22,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1176213.618,NA,0,0,0,NA,0,0,824989.3015,0,181.4135711,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1794","1000-0069-118-6498",0,"PARR","SW",2010,"13-Aug-10",225,696,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,10.9,NA,NA,"U","VIS","ECVI",49.45928333,-123.77605,"Mixed","NO","AvgCopy",1.44e-22,NA,0,0,0,0,NA,9.086572796,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,267775.7181,NA,0,0,0,NA,0,0,7723.21013,0,27.54847552,0,0,NA,0,9.133321622,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1795","1000-0069-118-6502",0,"PARR","SW",2010,"13-Aug-10",225,696,"Raft","Raft","Thompson","Thompson","Thompson","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.41221667,-123.6552167,"Mixed","NO","AvgCopy",4.72e-05,NA,0,0,0,0,NA,355.7702558,5536.093824,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,41.65312007,NA,0,0,0,NA,0,0,13065.83751,0,10.02554119,0,0,NA,0,8.466315755,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1796","1000-0069-118-6503",0,"PARR","SW",2010,"13-Aug-10",225,696,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.41221667,-123.6552167,"Mixed","NO","AvgCopy",2.535758072,NA,0,0,0,0,NA,0,24.11021115,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,90971.47563,NA,0,0,0,NA,0,0,1253319.28,0,0,0,0,NA,0,1.916002007,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1797","1000-0069-118-6508",0,"PARR","SW",2010,"13-Aug-10",225,696,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,11,NA,NA,"U","VIS","ECVI",49.38886667,-123.4534667,"Mixed","NO","AvgCopy",3.7e-18,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,2052620.715,0,0,0,0,NA,0,5.987006621,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1798","1000-0069-118-6517",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.43301667,-123.4368,"Mixed","NO","AvgCopy",14.69328307,NA,0,0,0,0,NA,54.30454737,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,166200.5097,NA,0,0,0,NA,0,0,937999.3296,0,27.44824311,0,0,NA,0,6.775725199,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1799","1000-0069-118-6518",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.43301667,-123.4368,"Mixed","NO","AvgCopy",2.23e-29,NA,0,0,0,0,NA,0,1499.564205,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,451747.8496,NA,0,0,0,NA,0,0,115789.147,0,1.532989521,0,0,NA,0,12.0202417,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1800","1000-0069-118-6519",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.43301667,-123.4368,"Mixed","NO","AvgCopy",1.6e-07,NA,0,0,0,0,NA,0,0,0,0,0,13.01617381,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1242923.853,NA,0,0,0,NA,NA,0,1550834.258,0,902.4478333,0,0,NA,0,20.74498523,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1801","1000-0069-118-6520",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,3.9,NA,NA,"U","VIS","ECVI",49.43301667,-123.4368,"Mixed","NO","AvgCopy",1.36e-05,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1277945.397,NA,0,0,0,NA,0,0,1512660.769,0,79.18446983,0,0,NA,0,17.84036242,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1802","1000-0069-118-6521",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,6.7,NA,NA,"U","VIS","ECVI",49.43301667,-123.4368,"Mixed","NO","AvgCopy",3.2e-20,NA,0,0,0,0,NA,0,56.10991327,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,625056.1286,NA,0,0,0,NA,0,0,88654.10543,0,0.660968079,0,0,NA,0,4.655148933,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1803","1000-0069-118-6522",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,9.1,NA,NA,"U","VIS","ECVI",49.43301667,-123.4368,"Mixed","NO","AvgCopy",4.91e-18,NA,0,0,0,0,NA,0,3.789129622,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,302870.7974,NA,0,0,0,NA,0,0,326019.0896,0,0,0,0,NA,0,6.570317994,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1804","1000-0069-118-6526",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,6.3,NA,NA,"U","VIS","ECVI",49.45453333,-123.4493167,"Mixed","NO","AvgCopy",2.11e-05,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,675505.5491,NA,0,0,0,NA,0,0,6348445.257,0,0,0,0,NA,0,34.04488303,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1805","1000-0069-118-6527",0,"PARR","SW",2010,"14-Aug-10",226,697,"L Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",NA,8.8,NA,NA,"U","VIS","ECVI",49.45453333,-123.4493167,"Mixed","NO","AvgCopy",0.000869922,NA,0,0,0,0,NA,0,192.6376645,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,221953.3953,NA,0,0,0,NA,0,0,12465368.06,0,0,0,0,NA,0,3.544424024,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1806","1000-0069-118-6528",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,4.9,NA,NA,"U","VIS","ECVI",49.45453333,-123.4493167,"Mixed","NO","AvgCopy",4.16e-07,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,594867.335,NA,0,0,0,NA,0,0,3633152.655,0,0,0,0,NA,0,14.27082162,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1807","1000-0069-118-6529",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,6.3,NA,NA,"U","VIS","ECVI",49.45453333,-123.4493167,"Mixed","NO","AvgCopy",173.0413763,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,537350.0705,NA,0,0,0,NA,0,0,285682.8111,0,0,0,0,NA,0,3.247736272,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1808","1000-0069-118-6530",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,5.1,NA,NA,"U","VIS","ECVI",49.45453333,-123.4493167,"Mixed","NO","AvgCopy",0.012124677,NA,0,0,0,0,NA,1.504991107,322.8301919,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,110432.9666,NA,0,0,0,NA,0,0,794458.5267,0,0,0,0,NA,0,9.539767996,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1809","1000-0069-118-6532",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.48873333,-123.4690333,"Mixed","NO","AvgCopy",9.23e-14,NA,0,0,0,0,NA,11.86159448,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,613614.0752,NA,0,0,0,NA,0,0,996.701097,0,3.391351905,0,0,NA,0,9.903824213,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1810","1000-0069-118-6536",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.55733333,-123.3458167,"Mixed","NO","AvgCopy",7.77e-20,NA,0,0,0,0,NA,0,936.9714245,0,0,0,0,0,26.11542978,NA,0,0,0,NA,NA,NA,0,0,0,NA,490196.2824,NA,0,0,0,NA,0,0,4818286.419,0,0,0,0,NA,0,6.056033355,0,0,4.645521655,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1811","1000-0069-118-6537",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.55733333,-123.3458167,"Mixed","NO","AvgCopy",3.64e-11,NA,0,0,0,0,NA,2.693877612,561.2281662,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,242179.6691,NA,0,0,0,NA,0,0,4843686.615,0,0,0,0,NA,0,9.130709433,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1812","1000-0069-118-6538",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,10.9,NA,NA,"U","VIS","ECVI",49.55733333,-123.3458167,"Mixed","NO","AvgCopy",8.89e-12,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1259.165201,NA,0,0,0,NA,0,0,14116.50023,0,9.095658697,0,0,NA,0,4.502780711,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1813","1000-0069-118-6539",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,7.3,NA,NA,"U","VIS","ECVI",49.55733333,-123.3458167,"Mixed","NO","AvgCopy",0.0022946,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0.202161009,0,NA,153608.4316,NA,0,0,0,NA,0,0,37196.64886,0,24.65801956,0,0,NA,0,11.25988157,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1814","1000-0069-118-6540",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,10.2,NA,NA,"U","VIS","ECVI",49.55733333,-123.3458167,"Mixed","NO","AvgCopy",6e-13,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,559594.4518,NA,0,0,0,NA,0,0,8173.680321,0,0,0,0,NA,0,12.48788283,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1815","1000-0069-118-6542",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,5.7,NA,NA,"U","VIS","ECVI",49.5739,-123.23385,"Mixed","NO","AvgCopy",43.87505297,NA,0,0,0,0,NA,86.24256699,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,555819.3977,NA,0,0,0,NA,0,0,1659654.626,0,0,0,0,NA,0,9.921623018,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1816","1000-0069-118-6543",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,3.5,NA,NA,"U","VIS","ECVI",49.5739,-123.23385,"Mixed","NO","AvgCopy",1.9e-07,NA,0,0,0,0,NA,0,84.51888717,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,355464.4211,NA,0,0,0,NA,0,0,5040464.022,0,0,0,0,NA,0,4.84014839,0,0,0,NA,5.041130066,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1817","1000-0069-118-6544",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,4.3,NA,NA,"U","VIS","ECVI",49.5739,-123.23385,"Mixed","NO","AvgCopy",1.49e-06,NA,0,0,0,0,NA,0,288.332802,0,0,0,3.795423404,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,595358.3548,NA,0,0,0,NA,0,0,2372087.499,0,0,0,0,NA,0,26.24943534,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1818","1000-0069-118-6545",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,4.2,NA,NA,"U","VIS","ECVI",49.5739,-123.23385,"Mixed","NO","AvgCopy",1.83e-20,NA,0,0,0,0,NA,69.82689317,557.8253116,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,6477773.633,0,0,0,0,NA,0,6.562919558,0,0,5.01617766,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1819","1000-0069-118-6546",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,8.8,NA,NA,"U","VIS","ECVI",49.5739,-123.23385,"Mixed","NO","AvgCopy",1.170696619,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1453.808147,NA,0,0,0,NA,0,0,2535395.496,0,0,0,0,NA,0,5.489716966,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1820","1000-0069-118-6547",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,6,NA,NA,"U","VIS","ECVI",49.5739,-123.23385,"Mixed","NO","AvgCopy",6.49e-21,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,85162.97253,NA,0,0,0,NA,0,0,981167.5547,0,0,0,0,NA,0,9.526339592,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1821","1000-0069-118-6548",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,9.1,NA,NA,"U","VIS","ECVI",49.54716667,-123.2943833,"Mixed","NO","AvgCopy",3.64e-20,NA,0,0,0,0,NA,10.17232543,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,836834.9431,NA,0,0,0,NA,0,0,21803.9668,0,8.729049768,0,0,NA,0,14.77077395,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1822","1000-0069-118-6549",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,8.8,NA,NA,"U","VIS","ECVI",49.54716667,-123.2943833,"Mixed","NO","AvgCopy",0.07596298,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0.18630989,0,NA,215667.1636,NA,0,0,0,NA,0,0,112172.0852,0,0,0,0,NA,0,13.53670951,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1823","1000-0069-118-6551",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,12,NA,NA,"U","VIS","ECVI",49.54716667,-123.2943833,"Mixed","NO","AvgCopy",0.001808068,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1895428.965,NA,0,0,0,NA,0,0,842.0299077,0,0,0,0,NA,0,21.54975768,0,0,0,NA,2.611374899,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1824","1000-0069-118-6552",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,8.3,NA,NA,"U","VIS","ECVI",49.54716667,-123.2943833,"Mixed","NO","AvgCopy",0.000820231,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,1722509.293,NA,0,0,0,NA,0,0,1684343.502,0,0,0,0,NA,0,12.5575891,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1825","1000-0069-118-6553",0,"PARR","SW",2010,"14-Aug-10",226,697,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,8.1,NA,NA,"U","VIS","ECVI",49.54716667,-123.2943833,"Mixed","NO","AvgCopy",4.01e-06,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,2587571.815,NA,0,0,0,NA,0,0,152888.9676,0,0,0,0,NA,0,10.17903522,0,0,4.597611492,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
"1826","1000-0069-118-6554",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,7.9,NA,NA,"U","VIS","ECVI",49.50273333,-123.2586833,"Mixed","NO","AvgCopy",4.95e-19,NA,0,0,0,0,NA,8.484677018,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,46988.85386,NA,0,0,0,NA,0,0,3713330.629,0,0,0,0,NA,0,3.847511916,0,0,2.135695593,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1827","1000-0069-118-6555",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,3.8,NA,NA,"U","VIS","ECVI",49.50273333,-123.2586833,"Mixed","NO","AvgCopy",9.62e-16,NA,0,0,0,0,NA,6.347183493,693.7198026,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,291641.2075,NA,0,0,0,NA,0,0,616500.2218,0,0,0,0,NA,0,12.01103999,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1828","1000-0069-118-6556",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,6.7,NA,NA,"U","VIS","ECVI",49.50273333,-123.2586833,"Mixed","NO","AvgCopy",2.22e-13,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,234103.3505,NA,0,0,0,NA,0,0,181417.1058,0,0,0,0,NA,0,3.682406375,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1829","1000-0069-118-6557",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.50273333,-123.2586833,"Mixed","NO","AvgCopy",2.07e-12,NA,0,0,0,0,NA,0,685.6049192,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,169951.9045,NA,0,0,0,NA,0,0,4057937.714,0,8.320408641,0,0,NA,0,6.456645023,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1830","1000-0069-118-6558",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.4608,-123.3124167,"Mixed","NO","AvgCopy",3.92e-13,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,230180.7618,NA,0,0,0,NA,0,0,6872.666283,0,0,0,0,NA,0,10.38434535,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1831","1000-0069-118-6559",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.4608,-123.3124167,"Mixed","NO","AvgCopy",3.69e-18,NA,0,0,0,0,NA,0,2.946436425,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,95868.7226,NA,0,0,0,NA,0,0,1674681.311,0,0,0,0,NA,0,3.488755859,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1832","1000-0069-118-6560",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,11.1,NA,NA,"U","VIS","ECVI",49.4608,-123.3124167,"Mixed","NO","AvgCopy",0.003829692,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,326925.9246,NA,0,0,0,NA,0,0,1277366.831,0,0,0,0,NA,0,10.85627714,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1833","1000-0069-118-6561",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.4608,-123.3124167,"Mixed","NO","AvgCopy",0.371318812,NA,0,0,0,0,NA,0,201.4805361,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,353147.4717,NA,0,0,0,NA,0,0,47690.35285,0,0,0,0,NA,0,5.380156542,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1834","1000-0069-118-6562",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,5.6,NA,NA,"U","VIS","ECVI",49.4608,-123.3124167,"Mixed","NO","AvgCopy",0.00024517,NA,0,0,0,0,NA,0,1558.347448,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,175752.3296,NA,0,0,0,NA,0,0,1113688.02,0,0,0,0,NA,0,6.217872393,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"1835","1000-0069-118-6564",0,"PARR","SW",2010,"15-Aug-10",227,698,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",NA,NA,NA,NA,"U","VIS","ECVI",49.40071667,-123.2543167,"Mixed","NO","AvgCopy",146.52776,NA,0,0,0,0,NA,0,1284.86557,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,174632.042,NA,0,0,0,NA,0,0,775518.8392,0,0,0,0,NA,0,4.630488531,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
