Unique,Ewatch,Prog,SWFW,Year,Date,DOY,days,Stock,Stock_Analysis,Stock_Region,Stock_Group,Stock_Area,SEASON1,Length,Mass,K,logK,Sex,Catch_Region,Zone,Latitude,Longitude,Tissue,LOD,Value,hkg,ae_hyd,ae_sal,arena1,arena2,ascv,aspv,c_b_cys,ce_sha,cov,cr_sal,ctv,de_sal,fa_mar,fl_psy,gy_sal,ic_hof,ic_mul,ihnv,ipnv,isav7,isav8,ku_thy,lo_sal,mitov,mo_vis,my_arc,my_cer,my_ins,na_sal,ne_per,omv,ortho,pa_kab,pa_min,pa_pse,pa_ther,pch_sal,pisck_sal,pmcv,prv,pspv,re_sal,reov,rlo,sav,sch,sgpx,smallUK,sp_des,sp_sal,te_bry,te_mar,toti,ven,ver,vhsv,vi_ang,vi_sal,ye_ruc_glnA
1000-0050-118-C9312,0,LFS,FW,2013,26-Apr-13,116,1683,DollyVarden Cr,Chilliwack,Lower Fraser,Lower Fraser,Fraser,Spring,93,6.9,0.857828054,-3.066599755,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,0.309391573,0,0,,,,,10657.7595,0,,0,,0,0,0,0,0,0.623273805,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,9.476587504,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9313,0,LFS,FW,2013,22-Apr-13,112,1679,Gates Cr,Gates,Middle Fraser,Middle Fraser,Fraser,Spring,87,6.1,0.92634354,-3.033227923,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,1.493408459,0,0,,,,,411.1540218,0,,0,,0,0,0,0,0,7.759269302,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,168.8233782,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9314,0,LFS,FW,2013,22-Apr-13,112,1679,Gates Cr,Gates,Middle Fraser,Middle Fraser,Fraser,Spring,90,6.8,0.932784636,-3.030218616,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,28.79084294,0,0,,,,,764.502732,0,,0,,0,0,0,0,0,16.94103961,0,0,0,0,0,0,,0,1.044471247,,0,0,0,0,,0,0,0,0,0,0,0,0,7440.402422,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9315,0,LFS,FW,2013,23-Apr-13,113,1680,Gates Cr,Gates,Middle Fraser,Middle Fraser,Fraser,Spring,86,5.3,0.833259965,-3.079219484,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,3.691322772,0,0,,,,,47277.73669,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,86.69106417,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9316,0,LFS,FW,2013,25-Apr-13,115,1682,Gates Cr,Gates,Middle Fraser,Middle Fraser,Fraser,Spring,98,8,0.849985975,-3.07058824,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,164.433727,0,0,,,,,23.85061898,0,,0,,0,0,0,0,0,0.017386303,0,0,0,0,0,0,,0,202.3700062,,0,0,0,0,,0,0,0,0,0,0,0,0,22.23569606,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9317,0,LFS,FW,2013,25-Apr-13,115,1682,Gates Cr,Gates,Middle Fraser,Middle Fraser,Fraser,Spring,96,7.5,0.847710503,-3.071752436,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,14641962.84,0,0,,,,,6.778780231,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,576.8209425,,0,0,0,0,,0,0,0,0,0,0,0,0,1922.921532,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9318,0,LFS,FW,2013,25-Apr-13,115,1682,Gates Cr,Gates,Middle Fraser,Middle Fraser,Fraser,Spring,98,7.3,0.775612202,-3.110355367,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,0.317803382,0,0,,,,,4.416074541,0,,0,,0,0,0,0,0,0.656007589,0,0,0,0,0,0,,0,40.2073852,,0,0,0,0,,0,0,0,0,0,0,0,0,727.3244908,0,,0,0,0,,,0,0,11.22588037,0,,0,0,0,0,0,0
1000-0050-118-C9319,0,LFS,FW,2013,25-Apr-13,115,1682,Gates Cr,Gates,Middle Fraser,Middle Fraser,Fraser,Spring,97,6.8,0.745064223,-3.12780629,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,0.117336858,0,0,,,,,1.159897416,0,,0,,0,0,0,0,0,2.68253433,0,0,0,0,0,0,,0,57.90230965,,0,0,0,0,,0,0,0,0,0,0,0,0,3714.776923,0,,0.010973774,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9320,0,LFS,FW,2013,25-Apr-13,115,1682,Gates Cr,Gates,Middle Fraser,Middle Fraser,Fraser,Spring,99,8.4,0.865712528,-3.062626298,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,30.77780089,0,0,,,,,358.7306635,3.500861691,,0,,0,0,0,0,0,0.459751921,0,0,0,0,0,0,,0,6983.763865,,0,0,0,0,,0,0,0,0,0,0,0,0,643.9750196,0,,0.165268215,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9321,0,LFS,FW,2013,18-Apr-13,108,1675,L Adams,Late Shuswap,Thompson,Thompson,Thompson,Spring,73,4.1,1.053938517,-2.977184724,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,0.058184259,0,0,,,,,544.0753436,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,258.4446526,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9322,0,LFS,FW,2013,18-Apr-13,108,1675,L Adams,Late Shuswap,Thompson,Thompson,Thompson,Spring,72,4.1,1.098465364,-2.959213633,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,6.42E-05,0,0,,,,,349.9149384,0,,0,,0,0,0,0,0,0.003406658,0,0,0,0,0,0,,0,2.194689392,,0,0,0,0,,0,17.45303627,0,0,0,0,0,0,0,0,,42.53415746,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9323,0,LFS,FW,2013,23-Apr-13,113,1680,L Adams,Late Shuswap,Thompson,Thompson,Thompson,Spring,79,4.6,0.932989074,-3.030123442,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,53.79837995,0,0,,,,,14.33941976,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.45243311,,0,0,0,0,,0,32.11479136,0,0,0,0,0,0,0,0,,1.921081922,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9324,0,LFS,FW,2013,26-Apr-13,116,1683,L Adams,Late Shuswap,Thompson,Thompson,Thompson,Spring,96,6.9,0.779893663,-3.107964608,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2359.957637,0,0,,,,,0.752069665,0,,0,,0,0,0,0,0,0.796390951,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,943.1620018,0,,1.470494764,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9325,0,LFS,FW,2013,03-May-13,123,1690,L Adams,Late Shuswap,Thompson,Thompson,Thompson,Spring,74,3.8,0.937752947,-3.027911563,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,3206.35161,0,0,,,,,1271.415822,0,,0,,0,0,0,0,0,12.97516322,0,0,0,0,0,0,,0,574773.5378,,0,0,0,0,,0,0,0,0,0,0,0,0,11620.29927,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9326,0,LFS,FW,2013,06-May-13,126,1693,L Adams,Late Shuswap,Thompson,Thompson,Thompson,Spring,76,4.1,0.933991836,-3.02965692,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,79.08771273,0,0,,,,,2617.886453,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,519721.2785,,0,0,0,0,,0,10.53688278,0,0,0,0,0,0,12346.36294,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9327,0,LFS,FW,2013,07-May-13,127,1694,L Adams,Late Shuswap,Thompson,Thompson,Thompson,Spring,81,5.3,0.997288504,-3.001179187,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,37.1360512,0,0,,,,,4540.959785,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,40.22687584,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9328,0,LFS,FW,2013,14-May-13,134,1701,L Adams,Late Shuswap,Thompson,Thompson,Thompson,Spring,78,4.1,0.863972757,-3.063499951,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,119252.2231,0,0,,,,,26.79372312,0,,0,,0,0,0,0,0,2.025457776,0,0,0,0,0,0,,0,246633.0431,,0,0,0,0,,0,20.51715731,0,0,0,0,0,0,1645.048506,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9329,0,LFS,FW,2013,18-Apr-13,108,1675,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Spring,66,3.9,1.356540613,-2.8675672,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2535.008872,0,0,,,,,575.0513603,0,,0,,0,0,0,0,0,0.588482914,0,0,0,0,0,0,,0,8735.332945,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9330,0,LFS,FW,2013,18-Apr-13,108,1675,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Spring,71,4.8,1.341115529,-2.872533809,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,57942.56784,0,0,,,,,297.9582156,0,,0,,0,0,0,0,0,43.75412081,0,0,0,0,0,0,,0,410897.6078,,0,0,0,0,,0.865497141,1.419834069,0,0,0,0,0,0,4.461612955,0,,1.590356155,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9331,0,LFS,FW,2013,18-Apr-13,108,1675,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Spring,73,4.3,1.105350152,-2.956500125,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,156885846.4,0,0,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,325879.2346,,0,0,0,0,,0,205.700698,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9332,0,LFS,FW,2013,18-Apr-13,108,1675,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Spring,75,4.3,1.019259259,-2.991715335,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2.56E+22,0,0,,,,,105.5129616,0,,0,,0,0,0,0,0,4.499691592,0,0,0,0,0,0,,0,121664.1759,,0,0,0,0,,0,0,0,0,0,0,0,0,1990.376338,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9333,0,LFS,FW,2013,22-Apr-13,112,1679,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Spring,78,3.8,0.800755239,-3.096500211,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,1.43E+16,0,0,,,,,6.638981169,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,281572.0576,,0,0,0,0,,0,0,0,0,0,0,0,0,213.1361729,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9334,0,LFS,FW,2013,22-Apr-13,112,1679,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Spring,79,4.5,0.912706703,-3.03966876,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,1.84E+14,0,0,,,,,82.29630009,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1221.842941,,0,0,0,0,,0,0,0,0,0,0,0,0,2279.806784,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9335,0,LFS,FW,2013,22-Apr-13,112,1679,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Spring,78,4.3,0.90611777,-3.042815352,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,6.95E+28,0,0,,,,,188.438324,0,,0,,0,0,0,0,0,4.010880179,0,0,0,0,0,0,,0,195771.2027,,0,0,0,0,,0,2.176094917,0,0,0,0,0,0,119.5369675,0,,3.218811768,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9336,0,LFS,FW,2013,22-Apr-13,112,1679,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Spring,67,4.1,1.363199596,-2.865440551,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,5.05E+12,0,0,,,,,627.7023351,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,456749.9856,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9337,0,LFS,FW,2013,23-Apr-13,113,1680,Nahatlatch R,Nahatlatch,Lower Fraser,Lower Fraser,Fraser,Spring,74,3.2,0.789686692,-3.102545181,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,7.21E+15,0,0,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,19.2505989,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9338,0,LFS,FW,2013,25-Apr-13,115,1682,Nahatlatch R,Nahatlatch,Lower Fraser,Lower Fraser,Fraser,Spring,63,2.4,0.959819554,-3.017810407,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,4.19E+22,0,0,,,,,1.348912606,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9339,0,LFS,FW,2013,25-Apr-13,115,1682,Nahatlatch R,Nahatlatch,Lower Fraser,Lower Fraser,Fraser,Spring,73,3.9,1.002526882,-2.998903973,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,7.73E+30,0,0,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,11.82486222,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9340,0,LFS,FW,2013,26-Apr-13,116,1683,Nahatlatch R,Nahatlatch,Lower Fraser,Lower Fraser,Fraser,Spring,71,3.3,0.922016926,-3.035261106,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,0.110802028,0,0,,,,,143.6557747,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0.741270684,0,,1.293193555,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9341,0,LFS,FW,2013,26-Apr-13,116,1683,Nahatlatch R,Nahatlatch,Lower Fraser,Lower Fraser,Fraser,Spring,73,3.5,0.899703612,-3.045900536,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2.75E+14,0,0,,,,,1296.551278,0,,0,,0,0,1.115243292,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,1.207704988,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9342,0,LFS,FW,2013,26-Apr-13,116,1683,Nahatlatch R,Nahatlatch,Lower Fraser,Lower Fraser,Fraser,Spring,76,3.3,0.751749526,-3.123926837,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,0.146436432,0,0,,,,,6582.614325,0,,0,,0,0,0,0,0,2.982413264,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9343,0,LFS,FW,2013,29-Apr-13,119,1686,Nahatlatch R,Nahatlatch,Lower Fraser,Lower Fraser,Fraser,Spring,103,8.8,0.80532466,-3.094029002,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,5556390.178,0,0,,,,,5265.84652,0,,0,,0,0,0,0,0,5.330805043,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9344,0,LFS,FW,2013,30-Apr-13,120,1687,Nahatlatch R,Nahatlatch,Lower Fraser,Lower Fraser,Fraser,Spring,76,3.8,0.86565097,-3.06265718,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,1.34E+17,0,0,,,,,3320.147502,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,51718.04911,,0,0,0,0,,0,0,0,0,0,0,0,0,378.4671959,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9345,0,LFS,FW,2013,30-Apr-13,120,1687,Chilko south,Chilko,Middle Fraser,Middle Fraser,Fraser,Spring,84,5.4,0.911078717,-3.040444098,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2.38E-07,0,0,,,,,4078.619566,0,,0,,0,0,8.03053596,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,422.2183265,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9346,0,LFS,FW,2013,30-Apr-13,120,1687,Chilko south,Chilko,Middle Fraser,Middle Fraser,Fraser,Spring,74,3.9,0.962430656,-3.016630552,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,3.03E+23,0,0,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,11246.5175,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9347,0,LFS,FW,2013,03-May-13,123,1690,Chilko south,Chilko,Middle Fraser,Middle Fraser,Fraser,Spring,78,4.4,0.927190276,-3.032831132,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2.56E-12,0,0,,,,,168481.8535,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,376176.1454,,0,0,0,0,,0,0,0,0,0,0,0,0,782.3492486,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9348,0,LFS,FW,2013,03-May-13,123,1690,Chilko south,Chilko,Middle Fraser,Middle Fraser,Fraser,Spring,71,3.3,0.922016926,-3.035261106,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,1.82E+38,0,0,,,,,22235.23036,0,,0,,0,0,0,0,0,0.345906705,0,0,0,0,0,0,,0,182450.8486,,0,0,0,0,,0,0,0,0,0,0,0,0,956.484023,0,,0.141452317,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9349,0,LFS,FW,2013,03-May-13,123,1690,Chilko south,Chilko,Middle Fraser,Middle Fraser,Fraser,Spring,77,3.7,0.810456199,-3.091270451,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2.62E+33,0,0,,,,,297.7323226,0,,0,,0,0,0,0,0,1.206977057,0,0,0,0,0,0,,0,274946.7579,,0,0,0,0,,0,0,0,0,0,0,0,0,166.9641882,0,,0.11697725,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9350,0,LFS,FW,2013,03-May-13,123,1690,Chilko south,Chilko,Middle Fraser,Middle Fraser,Fraser,Spring,78,3.6,0.758610226,-3.119981307,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,12521981.92,0,0,,,,,367.5391902,0,,0,,0,0,0,0,0,0.167647272,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,2.101371969,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9351,0,LFS,FW,2013,03-May-13,123,1690,Chilko south,Chilko,Middle Fraser,Middle Fraser,Fraser,Spring,103,8.3,0.759567577,-3.119433582,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,386.3542633,0,0,,,,,8263.321435,0,,0,,0,0,0,0,0,0.007213616,0,0,0,0,0,0,,0,100.8435605,,0,0,0,0,,0,0,0,0,0,0,0,0.091585156,135.0017113,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9352,0,LFS,FW,2013,06-May-13,126,1693,Chilko south,Chilko,Middle Fraser,Middle Fraser,Fraser,Spring,71,3.2,0.894077019,-3.048625068,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,1.77E-22,0,0,,,,,1197.452513,0,,0,,346.0660045,0,0,0,0,0,0,0,0,0,0,0,,0,841.7590565,,0,0,0,0,,0,0,0,0,0,0,0,0,4211.473398,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9353,0,LFS,FW,2013,18-Apr-13,108,1675,Raft,Raft,Thompson,Thompson,Thompson,Spring,79,5.1,1.03440093,-2.985311098,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,4.48E+33,0,0,,,,,442.6031236,0,,0,,0,0,1.861400853,0,0,0.138991964,0,0,0,0,0,0,,0,157547.6507,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5.441794273,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9354,0,LFS,FW,2013,18-Apr-13,108,1675,Raft,Raft,Thompson,Thompson,Thompson,Spring,80,4.6,0.8984375,-3.046512129,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,9.80E+24,0,0,,,,,397.2248982,0,,0,,0,0,0,0,0,10.39544663,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0.157436334,0,0,,,0.628173114,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9355,0,LFS,FW,2013,18-Apr-13,108,1675,Raft,Raft,Thompson,Thompson,Thompson,Spring,68,2.8,0.890494606,-3.050368707,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,4.14E-06,0,0,,,,,765.1266275,0,,0,,1.732572415,0,0,0,0,0,0,0,0,0,0,0,,0,23.20325012,,0,0,0,0,,0,0,0,0,0,0,0,0,0.529700272,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9356,0,LFS,FW,2013,18-Apr-13,108,1675,Raft,Raft,Thompson,Thompson,Thompson,Spring,76,5.4,1.230135588,-2.910047017,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,5.92E+53,0,0,,,,,208.8283193,0,,0,,0,0,0,0,0,1.049725258,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9357,0,LFS,FW,2013,19-Apr-13,109,1676,Raft,Raft,Thompson,Thompson,Thompson,Spring,64,2.8,1.068115234,-2.971381891,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2.33E+14,0,0,,,,,184.8866471,0,,0,,0,0,0,0,0,0.187104476,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,41.70903528,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9358,0,LFS,FW,2013,22-Apr-13,112,1679,Raft,Raft,Thompson,Thompson,Thompson,Spring,75,4.3,1.019259259,-2.991715335,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,28348.39699,0,0,,,,,4700.05483,0,,0,,0,0,0,0,0,0.22595176,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2.414957532,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9359,0,LFS,FW,2013,22-Apr-13,112,1679,Raft,Raft,Thompson,Thompson,Thompson,Spring,99,7.5,0.772957614,-3.11184432,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,3.06E+30,0,0,,,,,5.20736815,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9360,0,LFS,FW,2013,22-Apr-13,112,1679,Raft,Raft,Thompson,Thompson,Thompson,Spring,82,4.5,0.816151826,-3.088229043,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,4.85E+71,0,0,,,,,0.643811126,0.673865673,,0,,0,0,0,0,0,0.195076411,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,10.27497752,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9361,0,LFS,FW,2013,18-Apr-13,108,1675,Thompson N,North Thompson,Thompson,Thompson,Thompson,Spring,87,5.6,0.850413741,-3.070369731,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,2.87E+23,0,0,,,,,22.38137367,0,,0,,0,0,0,0,0,0.881899117,0,0,0,0,0,0,,0,76.86283862,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0.090173991,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9362,0,LFS,FW,2013,18-Apr-13,108,1675,Thompson N,North Thompson,Thompson,Thompson,Thompson,Spring,79,5.7,1.156095157,-2.937006418,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,4.76E+41,0,0,,,,,599.2197495,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9363,0,LFS,FW,2013,18-Apr-13,108,1675,Thompson N,North Thompson,Thompson,Thompson,Thompson,Spring,75,4.1,0.971851852,-3.012399933,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,1.07E+27,0,0,,,,,8511.044968,0,,0,,0,0,0,0,0,1.395228278,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9364,0,LFS,FW,2013,18-Apr-13,108,1675,Thompson N,North Thompson,Thompson,Thompson,Thompson,Spring,67,3.2,1.06396066,-2.97307443,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,1.585424128,0,0,,,,,5866.02615,0,,0,,0,0,0,0,0,0.376075458,0,0,0,0,0,0,,0,2.212834045,,0,0,0,0,,0,0,0,0,0,0,0,0.05260095,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0050-118-C9365,0,LFS,FW,2013,18-Apr-13,108,1675,Thompson N,North Thompson,Thompson,Thompson,Thompson,Spring,75,4.1,0.971851852,-3.012399933,U,FW,FW,49.1329,-122.3262,Mixed,NO,AvgCopy,278.1575845,0,0,,,,,19.52472851,0,,0,,0,0,0,0,0,0.340008163,0,0,0,0,0,0,,0,33.73272989,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,55.62486171,0,0,,,0,0,0,0,,0,0,0,0,0,0
